Baseline Scenario,Baseline Model,Baseline F1-Score,Final Scenario,Final Model,Final F1-Score,F1 Improvement,Recall Improvement,Accuracy Improvement
Direct Modeling,Voting Classifier,0.2689335394126739,Hyperparameter Tuning,Voting Classifier,0.6731927710843374,0.4042592316716635,0.7826086956521741,0.0129999999999999
